key;context;value;
Rotterdamse Poort (Batavia);query;place|GLOB2_1770|Rotterdamse Poort (Batavia);
Moscow;query;place|GLOB2_1771|Moscow;
Moskou;query;place|GLOB2_1771|Moscow;
Sesterganti;query;place|GLOB2_1772|Sesterganty;
Sesterganty;query;place|GLOB2_1772|Sesterganty;
Sestraganty;query;place|GLOB2_1772|Sesterganty;
Bardes;query;place|GLOB2_1773|Bardez;
Bardez;query;place|GLOB2_1773|Bardez;
Magoltoer;query;place|GLOB2_1774|Mogalthur;
Mogalthur;query;place|GLOB2_1774|Mogalthur;
Mogalturru;query;place|GLOB2_1774|Mogalthur;
Mogoltoer;query;place|GLOB2_1774|Mogalthur;
Mogoltour;query;place|GLOB2_1774|Mogalthur;
Brest;query;place|GLOB2_1775|Brest;
Breste;query;place|GLOB2_1775|Brest;
Mamouwako;query;place|GLOB2_1776|Pulau Manawoka;
Manawoka;query;place|GLOB2_1776|Pulau Manawoka;
Mannewoke;query;place|GLOB2_1776|Pulau Manawoka;
Manowako;query;place|GLOB2_1776|Pulau Manawoka;
Pulau Manawoka;query;place|GLOB2_1776|Pulau Manawoka;
Baddaal;query;place|GLOB2_1778|Baddaal;
Wiera Saba;query;place|GLOB2_1779|Wirasaba;
Wirasaba;query;place|GLOB2_1779|Wirasaba;
Martabahan;query;place|GLOB2_1780|Martaban;
Martaban;query;place|GLOB2_1780|Martaban;
Martavaan;query;place|GLOB2_1780|Martaban;
Martavan;query;place|GLOB2_1780|Martaban;
Groot-Sabe;query;place|GLOB2_1781|Seba;
Saba;query;place|GLOB2_1781|Seba;
Seba;query;place|GLOB2_1781|Seba;
Zeba;query;place|GLOB2_1781|Seba;
Kingdom of Poland;query;place|GLOB2_1782|Kingdom of Poland;
Polen;query;place|GLOB2_1782|Kingdom of Poland;
Pulau Dua;query;place|GLOB2_1784|Pulau Dua;
Twee Gebroeders;query;place|GLOB2_1784|Pulau Dua;
Majo;query;place|GLOB2_1785|Pulau Mayu;
Mayu;query;place|GLOB2_1785|Pulau Mayu;
Meao;query;place|GLOB2_1785|Pulau Mayu;
Meauw;query;place|GLOB2_1785|Pulau Mayu;
Pulau Mayu;query;place|GLOB2_1785|Pulau Mayu;
Boni, Golf van;query;place|GLOB2_1786|Gulf of Boni;
Gulf of Boni;query;place|GLOB2_1786|Gulf of Boni;
Haarlem;query;place|GLOB2_1787|Haarlem;
Jellingij;query;place|GLOB2_1788|Jellingij;
Southern Districts;query;place|GLOB2_1789|Southern Districts;
Zuiderdistricten;query;place|GLOB2_1789|Southern Districts;
Zuiderprovincies;query;place|GLOB2_1789|Southern Districts;
Delagoa;query;place|GLOB2_1791|Lusutfu;
Lagoa;query;place|GLOB2_1791|Lusutfu;
Lusutfu;query;place|GLOB2_1791|Lusutfu;
Maputo;query;place|GLOB2_1791|Lusutfu;
Rio Delagoa;query;place|GLOB2_1791|Lusutfu;
Rio de Lagoa;query;place|GLOB2_1791|Lusutfu;
Rio de la Goa;query;place|GLOB2_1791|Lusutfu;
Hatielang;query;place|GLOB2_1792|Hatile;
Hatile;query;place|GLOB2_1792|Hatile;
Hatilen;query;place|GLOB2_1792|Hatile;
Hatilin;query;place|GLOB2_1792|Hatile;
Hatiling;query;place|GLOB2_1792|Hatile;
Hative;query;place|GLOB2_1793|Hative;
Hatuaha;query;place|GLOB2_1793|Hative;
Hatuawa;query;place|GLOB2_1793|Hative;
Hatuwa;query;place|GLOB2_1793|Hative;
Cabolangh;query;place|GLOB2_1795|Kavalan;
Cavalangh;query;place|GLOB2_1795|Kavalan;
Kabolang;query;place|GLOB2_1795|Kavalan;
Kavalan;query;place|GLOB2_1795|Kavalan;
Dili (Timor);query;place|GLOB2_1796|Dili (Timor);
Dillij;query;place|GLOB2_1796|Dili (Timor);
Dilly;query;place|GLOB2_1796|Dili (Timor);
Barneveld, Kasteel;query;place|GLOB2_1797|Barneveld, fort;
Barneveld, fort;query;place|GLOB2_1797|Barneveld, fort;
Celam;query;place|GLOB2_1802|Selamon;
Celame;query;place|GLOB2_1802|Selamon;
Celamme;query;place|GLOB2_1802|Selamon;
Celemat;query;place|GLOB2_1802|Selamon;
Chalam;query;place|GLOB2_1802|Selamon;
Selamma;query;place|GLOB2_1802|Selamon;
Selamme;query;place|GLOB2_1802|Selamon;
Selamon;query;place|GLOB2_1802|Selamon;
Zelam;query;place|GLOB2_1802|Selamon;
Mangallekana;query;place|GLOB2_1803|Mangallekana;
Mangelicana;query;place|GLOB2_1803|Mangallekana;
Mangelikana;query;place|GLOB2_1803|Mangallekana;
Enrekang;query;place|GLOB2_1805|Enrekang;
Henrecan;query;place|GLOB2_1805|Enrekang;
Amsterdam, Punt;query;place|GLOB2_1806|Bastion Amsterdam (Batavia);
Bastion Amsterdam (Batavia);query;place|GLOB2_1806|Bastion Amsterdam (Batavia);
12 Vastigheden;query;place|GLOB2_1807|Dua Belas Kota;
Doablas Cotas;query;place|GLOB2_1807|Dua Belas Kota;
Dua Belas Kota;query;place|GLOB2_1807|Dua Belas Kota;
Duabelas Kota;query;place|GLOB2_1807|Dua Belas Kota;
Duablas Cottas;query;place|GLOB2_1807|Dua Belas Kota;
Twaelff Cotas;query;place|GLOB2_1807|Dua Belas Kota;
Stellenbosch;query;place|GLOB2_1808|Stellenbosch;
Stellenboss;query;place|GLOB2_1808|Stellenbosch;
Manca Negara;query;place|GLOB2_1809|Manca Negara;
Mantjanegara;query;place|GLOB2_1809|Manca Negara;
Caboel;query;place|GLOB2_1810|Kabul;
Kabul;query;place|GLOB2_1810|Kabul;
Lato;query;place|GLOB2_1811|Latu;
Latu;query;place|GLOB2_1811|Latu;
Aden, Golf van;query;place|GLOB2_1812|Gulf of Aden;
Gulf of Aden;query;place|GLOB2_1812|Gulf of Aden;
Tahana;query;place|GLOB2_1813|Tahane;
Tahane;query;place|GLOB2_1813|Tahane;
Thana;query;place|GLOB2_1813|Tahane;
Land van Waveren;query;place|GLOB2_1814|Land van Waveren;
Waveren;query;place|GLOB2_1814|Land van Waveren;
t Land van Waveren;query;place|GLOB2_1814|Land van Waveren;
Madapalen;query;place|GLOB2_1815|Madapollam;
Madapolam;query;place|GLOB2_1815|Madapollam;
Madapollam;query;place|GLOB2_1815|Madapollam;
Maduapalem;query;place|GLOB2_1815|Madapollam;
Musala, Pulau;query;place|GLOB2_1816|Pulau Musala;
Muyselaar;query;place|GLOB2_1816|Pulau Musala;
Pulau Musala;query;place|GLOB2_1816|Pulau Musala;
Pulo Meuselaar;query;place|GLOB2_1816|Pulau Musala;
Drakenstein;query;place|GLOB2_1817|Drakenstein;
Drakensteyn;query;place|GLOB2_1817|Drakenstein;
Drakenstyn;query;place|GLOB2_1817|Drakenstein;
Groot Drakenstein;query;place|GLOB2_1817|Drakenstein;
Macause eilanden;query;place|GLOB2_1818|Macause eilanden;
Masanderan;query;place|GLOB2_1819|Mazandaran;
Mazandaran;query;place|GLOB2_1819|Mazandaran;
Berau;query;place|GLOB2_1820|Berau;
Berroe;query;place|GLOB2_1820|Berau;
Hatoe;query;place|GLOB2_1821|Hatu;
Hatu;query;place|GLOB2_1821|Hatu;
Hittoelamme;query;place|GLOB2_1822|Hitulama;
Hittolamma;query;place|GLOB2_1822|Hitulama;
Hitulama;query;place|GLOB2_1822|Hitulama;
Sambilang Cotta;query;place|GLOB2_1823|Sembilan Koto;
Sembilan Kota;query;place|GLOB2_1823|Sembilan Koto;
Sembilan Koto;query;place|GLOB2_1823|Sembilan Koto;
Bejouw;query;place|GLOB2_1824|Bejouw;
Mabomba;query;place|GLOB2_1825|Mawomba;
Mawomba;query;place|GLOB2_1825|Mawomba;
Cabite;query;place|GLOB2_1826|Cavite;
Cavite;query;place|GLOB2_1826|Cavite;
Pulau Serua;query;place|GLOB2_1827|Pulau Serua;
Serouwa;query;place|GLOB2_1827|Pulau Serua;
Serouwe;query;place|GLOB2_1827|Pulau Serua;
Serua;query;place|GLOB2_1827|Pulau Serua;
Nova Sofala;query;place|GLOB2_1828|Sofala;
Sofala;query;place|GLOB2_1828|Sofala;
Soffala;query;place|GLOB2_1828|Sofala;
Gingeli;query;place|GLOB2_1829|Gingelly coast;
Gingelly coast;query;place|GLOB2_1829|Gingelly coast;
Sgongelou;query;place|GLOB2_1829|Gingelly coast;
Kapajang, Sungai;query;place|GLOB2_1830|Songy Capajang;
Kepahiang, Sungai;query;place|GLOB2_1830|Songy Capajang;
Songy Capajang;query;place|GLOB2_1830|Songy Capajang;
Songy Capayangh;query;place|GLOB2_1830|Songy Capajang;
Moronda;query;place|GLOB2_1831|Sungai Blencong;
Sungai Blencong;query;place|GLOB2_1831|Sungai Blencong;
de Maronda;query;place|GLOB2_1831|Sungai Blencong;
de Marunda;query;place|GLOB2_1831|Sungai Blencong;
Talingany;query;place|GLOB2_1832|Talingany;
Santiepoer;query;place|GLOB2_1833|Santipur;
Santipoer;query;place|GLOB2_1833|Santipur;
Santipur;query;place|GLOB2_1833|Santipur;
Kelurahan Pisang;query;place|GLOB2_1834|Kelurahan Pisang;
Piesang;query;place|GLOB2_1834|Kelurahan Pisang;
Pisang;query;place|GLOB2_1834|Kelurahan Pisang;
Lampong Poetie;query;place|GLOB2_1835|Putih;
Putih;query;place|GLOB2_1835|Putih;
Kets;query;place|GLOB2_1836|Kutch;
Kits;query;place|GLOB2_1836|Kutch;
Kutch;query;place|GLOB2_1836|Kutch;
Vellore;query;place|GLOB2_1837|Vellore;
Veloer;query;place|GLOB2_1837|Vellore;
Backouan;query;place|GLOB2_1838|Desa Negeri Pakuan;
Desa Negeri Pakuan;query;place|GLOB2_1838|Desa Negeri Pakuan;
Packouan;query;place|GLOB2_1838|Desa Negeri Pakuan;
Pakuan;query;place|GLOB2_1838|Desa Negeri Pakuan;
Swellendam;query;place|GLOB2_1839|Swellendam;
Calang;query;place|GLOB2_1840|Klang (Malaysia);
Calangh;query;place|GLOB2_1840|Klang (Malaysia);
Klang (Malaysia);query;place|GLOB2_1840|Klang (Malaysia);
Calang;query;place|GLOB2_1840_GEO_1|Sungai Kelang (Malaysia);
Calangh;query;place|GLOB2_1840_GEO_1|Sungai Kelang (Malaysia);
Klang River;query;place|GLOB2_1840_GEO_1|Sungai Kelang (Malaysia);
Sungai Kelang (Malaysia);query;place|GLOB2_1840_GEO_1|Sungai Kelang (Malaysia);
Calang;query;place|GLOB2_1840_HUM_1|Klang (Malaysia);
Calangh;query;place|GLOB2_1840_HUM_1|Klang (Malaysia);
Klang (Malaysia);query;place|GLOB2_1840_HUM_1|Klang (Malaysia);
Halar;query;place|GLOB2_1841|Halar;
Hallaar;query;place|GLOB2_1841|Halar;
Sampan;query;place|GLOB2_1842|Sampang;
Sampang;query;place|GLOB2_1842|Sampang;
Bantam Bovenlanden;query;place|GLOB2_1843|Bantamsche Bovenlanden;
Bantamsche Bovenlanden;query;place|GLOB2_1843|Bantamsche Bovenlanden;
Angola;query;place|GLOB2_1844|Angola;
Ragiabach;query;place|GLOB2_1845|Raybag;
Ragiebach;query;place|GLOB2_1845|Raybag;
Raibag;query;place|GLOB2_1845|Raybag;
Rajbag;query;place|GLOB2_1845|Raybag;
Rajbagh;query;place|GLOB2_1845|Raybag;
Raybag;query;place|GLOB2_1845|Raybag;
Marhoenij;query;place|GLOB2_1846|Marhoenij;
Marhuni;query;place|GLOB2_1846|Marhoenij;
Georgia;query;place|GLOB2_1847|Georgia;
Georgië;query;place|GLOB2_1847|Georgia;
Gorgestan;query;place|GLOB2_1847|Georgia;
Java's Noord Oostkust;query;place|GLOB2_1848|Java's Northeastern Coast;
Java's Noordoostkust;query;place|GLOB2_1848|Java's Northeastern Coast;
Java's Northeastern Coast;query;place|GLOB2_1848|Java's Northeastern Coast;
Si-Iding;query;place|GLOB2_1850|Sjending;
Siending;query;place|GLOB2_1850|Sjending;
Sijding;query;place|GLOB2_1850|Sjending;
Sijending;query;place|GLOB2_1850|Sjending;
Sinding;query;place|GLOB2_1850|Sjending;
Sjending;query;place|GLOB2_1850|Sjending;
Batavia Castle;query;place|GLOB2_1851|Batavia Castle;
Batavia, kasteel;query;place|GLOB2_1851|Batavia Castle;
Ajudhia;query;place|GLOB2_1852|Phra Nakhon Si Ayutthaya;
Ayuthia;query;place|GLOB2_1852|Phra Nakhon Si Ayutthaya;
Ayutthaya;query;place|GLOB2_1852|Phra Nakhon Si Ayutthaya;
Iudiad;query;place|GLOB2_1852|Phra Nakhon Si Ayutthaya;
Iudja;query;place|GLOB2_1852|Phra Nakhon Si Ayutthaya;
Jocdia;query;place|GLOB2_1852|Phra Nakhon Si Ayutthaya;
Judea;query;place|GLOB2_1852|Phra Nakhon Si Ayutthaya;
Judia;query;place|GLOB2_1852|Phra Nakhon Si Ayutthaya;
Judja;query;place|GLOB2_1852|Phra Nakhon Si Ayutthaya;
Phra Nakhon Si Ayutthaya;query;place|GLOB2_1852|Phra Nakhon Si Ayutthaya;
Tirumalarajanpatnam;query;place|GLOB2_1854|Tirumalarajanpatnam;
Trimilepatam;query;place|GLOB2_1854|Tirumalarajanpatnam;
Trimmelepatam;query;place|GLOB2_1854|Tirumalarajanpatnam;
Tiro;query;place|GLOB2_1855|Tiro;
Veere;query;place|GLOB2_1856|Veere;
Papekat;query;place|GLOB2_1857|Pekat;
Pekat;query;place|GLOB2_1857|Pekat;
Pekkat;query;place|GLOB2_1857|Pekat;
Rauwas;query;place|GLOB2_1858|Rawas;
Rawas;query;place|GLOB2_1858|Rawas;
Taboejang;query;place|GLOB2_1859|Tabuyung;
Taboeyangh;query;place|GLOB2_1859|Tabuyung;
Tabuyung;query;place|GLOB2_1859|Tabuyung;
Toboejong;query;place|GLOB2_1859|Tabuyung;
Lalapette;query;place|GLOB2_1860|Lalpettai;
Lallapette;query;place|GLOB2_1860|Lalpettai;
Lalpettai;query;place|GLOB2_1860|Lalpettai;
Crimata;query;place|GLOB2_1862|Karimata;
Karimata;query;place|GLOB2_1862|Karimata;
Crimata;query;place|GLOB2_1862_GEO_1|Kepulauan Karimata;
Karimata;query;place|GLOB2_1862_GEO_1|Kepulauan Karimata;
Kepulauan Karimata;query;place|GLOB2_1862_GEO_1|Kepulauan Karimata;
Crimata;query;place|GLOB2_1862_GEO_2|Pulau Karimata;
Karimata;query;place|GLOB2_1862_GEO_2|Pulau Karimata;
Pulau Karimata;query;place|GLOB2_1862_GEO_2|Pulau Karimata;
Voorburg, Punt;query;place|GLOB2_1863|Voorburg, post;
Voorburg, fort;query;place|GLOB2_1863|Voorburg, post;
Voorburg, post;query;place|GLOB2_1863|Voorburg, post;
fort Foorburg;query;place|GLOB2_1863|Voorburg, post;
fort Kotanaka;query;place|GLOB2_1863|Voorburg, post;
fort Santosa;query;place|GLOB2_1863|Voorburg, post;
fort Voorburg;query;place|GLOB2_1863|Voorburg, post;
fort Voorburgh;query;place|GLOB2_1863|Voorburg, post;
Balochistan;query;place|GLOB2_1864|Balochistan;
Baluchistan;query;place|GLOB2_1864|Balochistan;
Carras;query;place|GLOB2_1865|Pulau Karas;
Karas;query;place|GLOB2_1865|Pulau Karas;
Pulau Karas;query;place|GLOB2_1865|Pulau Karas;
Walajapet;query;place|GLOB2_1866|Walajapet;
Walajepette;query;place|GLOB2_1866|Walajapet;
Caligawe;query;place|GLOB2_1867|Kali Gawe;
Calligawe;query;place|GLOB2_1867|Kali Gawe;
Kali Gawe;query;place|GLOB2_1867|Kali Gawe;
Kaligawa;query;place|GLOB2_1867|Kali Gawe;
Fort Hollandia (Banda);query;place|GLOB2_1868|Fort Hollandia (Banda);
Hollandia, Kasteel (Lonthoir);query;place|GLOB2_1868|Fort Hollandia (Banda);
fort Hollandia;query;place|GLOB2_1868|Fort Hollandia (Banda);
Beuytenzorg;query;place|GLOB2_1869|Bogor;
Bogor;query;place|GLOB2_1869|Bogor;
Buijtensorg;query;place|GLOB2_1869|Bogor;
Buitenzorg;query;place|GLOB2_1869|Bogor;
Buytenzorg;query;place|GLOB2_1869|Bogor;
Quelimana;query;place|GLOB2_1870|Quelimane (settlement);
Quelimane;query;place|GLOB2_1870|Quelimane (settlement);
Quelimane (settlement);query;place|GLOB2_1870|Quelimane (settlement);
Quelimanie;query;place|GLOB2_1870|Quelimane (settlement);
Decca;query;place|GLOB2_1872|Dengka (nusak);
Dengka;query;place|GLOB2_1872|Dengka (nusak);
Dengka (nusak);query;place|GLOB2_1872|Dengka (nusak);
Nonialy;query;place|GLOB2_1873|Nuniali;
Nuniali;query;place|GLOB2_1873|Nuniali;
Graaf Rynet;query;place|GLOB2_1874|Graaff Reinet;
Graaff Reinet;query;place|GLOB2_1874|Graaff Reinet;
Graaff-Reinet;query;place|GLOB2_1874|Graaff Reinet;
Oudagins;query;place|GLOB2_1875|Oudagins;
Udagins;query;place|GLOB2_1875|Oudagins;
Malmesbury;query;place|GLOB2_1876|Swartland;
Swartland;query;place|GLOB2_1876|Swartland;
Zwartland;query;place|GLOB2_1876|Swartland;
het Swartland;query;place|GLOB2_1876|Swartland;
het Zwart-Land;query;place|GLOB2_1876|Swartland;
Aurewaka;query;place|GLOB2_1877|Aurewake;
Aurewake;query;place|GLOB2_1877|Aurewake;
Auriewake;query;place|GLOB2_1877|Aurewake;
Auriwake;query;place|GLOB2_1877|Aurewake;
Cais;query;place|GLOB2_1878|Kayts;
Caits;query;place|GLOB2_1878|Kayts;
Cayts;query;place|GLOB2_1878|Kayts;
Kayts;query;place|GLOB2_1878|Kayts;
Coringa;query;place|GLOB2_1880|Coringa;
Coringe;query;place|GLOB2_1880|Coringa;
Batoe;query;place|GLOB2_1881|Kepulauan Batu;
Batu-eilanden;query;place|GLOB2_1881|Kepulauan Batu;
Kepulauan Batu;query;place|GLOB2_1881|Kepulauan Batu;
Oostenburg;query;place|GLOB2_1883|Oostenburg;
Ostenburg;query;place|GLOB2_1883|Oostenburg;
fort Oostenburg;query;place|GLOB2_1883|Oostenburg;
fort Oostenburgh;query;place|GLOB2_1883|Oostenburg;
Malwa;query;place|GLOB2_1885|Malwa;
Soccawajana;query;place|GLOB2_1886|Sukawayana;
Sukawajana;query;place|GLOB2_1886|Sukawayana;
Sukawayana;query;place|GLOB2_1886|Sukawayana;
St. Vincent;query;place|GLOB2_1887|São Vicente;
São Vicente;query;place|GLOB2_1887|São Vicente;
Ladronen;query;place|GLOB2_1888|Mariana Islands;
Ladrones;query;place|GLOB2_1888|Mariana Islands;
Ladronse eylanden;query;place|GLOB2_1888|Mariana Islands;
Mariana Islands;query;place|GLOB2_1888|Mariana Islands;
Laccaer;query;place|GLOB2_1889|Pulau Lakor;
Lakor;query;place|GLOB2_1889|Pulau Lakor;
Pulau Lakor;query;place|GLOB2_1889|Pulau Lakor;
Bazar Mirzapur;query;place|GLOB2_1891|Bazar Mirzapur;
Mirzapore;query;place|GLOB2_1891|Bazar Mirzapur;
Mirzapur;query;place|GLOB2_1891|Bazar Mirzapur;
Tobelo;query;place|GLOB2_1892|Tobelo;
Tubella;query;place|GLOB2_1892|Tobelo;
Paarl;query;place|GLOB2_1893|Paarl;
de Paarl;query;place|GLOB2_1893|Paarl;
Bancallang;query;place|GLOB2_1894|Bangkalan;
Bangkalan;query;place|GLOB2_1894|Bangkalan;
Bancallang;query;place|GLOB2_1894_HUM_1|Bangkalan;
Bangkalan;query;place|GLOB2_1894_HUM_1|Bangkalan;
Bangkalan, fort;query;place|GLOB2_1894_HUM_2|Bangkalan, fort;
fort Bancalang;query;place|GLOB2_1894_HUM_2|Bangkalan, fort;
fort Bancallang;query;place|GLOB2_1894_HUM_2|Bangkalan, fort;
fort Bancalling;query;place|GLOB2_1894_HUM_2|Bangkalan, fort;
fort Bangkalan;query;place|GLOB2_1894_HUM_2|Bangkalan, fort;
fort Erfprins;query;place|GLOB2_1894_HUM_2|Bangkalan, fort;
Banjoewangie;query;place|GLOB2_1895|Banyuwangi;
Banyuwangi;query;place|GLOB2_1895|Banyuwangi;
Baviaan;query;place|GLOB2_1896|Bawean Island;
Baviaan eiland;query;place|GLOB2_1896|Bawean Island;
Bavian;query;place|GLOB2_1896|Bawean Island;
Bawean;query;place|GLOB2_1896|Bawean Island;
Bawean Island;query;place|GLOB2_1896|Bawean Island;
Lubok;query;place|GLOB2_1896|Bawean Island;
Boejalalie;query;place|GLOB2_1897|Boyolali;
Boejolalie;query;place|GLOB2_1897|Boyolali;
Bojolale;query;place|GLOB2_1897|Boyolali;
Bojolalie;query;place|GLOB2_1897|Boyolali;
Boujolalie;query;place|GLOB2_1897|Boyolali;
Boyolali;query;place|GLOB2_1897|Boyolali;
De Passen;query;place|GLOB2_1898|De Passen;
Jaffenapatnamse passen;query;place|GLOB2_1898|De Passen;
Jaffenasche passen;query;place|GLOB2_1898|De Passen;
Jaffenase passen;query;place|GLOB2_1898|De Passen;
Amahoesoe;query;place|GLOB2_1899|Amahusu;
Amahusu;query;place|GLOB2_1899|Amahusu;
Cagayan;query;place|GLOB2_1900|Cagayan;
Cagayen;query;place|GLOB2_1900|Cagayan;
Cagiaen;query;place|GLOB2_1900|Cagayan;
Gajaan;query;place|GLOB2_1900|Cagayan;
Bone;query;place|GLOB2_1901|Bone;
Bonee;query;place|GLOB2_1901|Bone;
Boni;query;place|GLOB2_1901|Bone;
Bonij;query;place|GLOB2_1901|Bone;
Bono;query;place|GLOB2_1901|Bone;
Bony;query;place|GLOB2_1901|Bone;
Tjinrana Boni;query;place|GLOB2_1901|Bone;
Lease Islands;query;place|GLOB2_1902|Lease Islands;
Uleasser;query;place|GLOB2_1902|Lease Islands;
Uliassers;query;place|GLOB2_1902|Lease Islands;
Ilha de Santiago;query;place|GLOB2_1903|Ilha de Santiago;
St. Jago;query;place|GLOB2_1903|Ilha de Santiago;
Faifo;query;place|GLOB2_1904|Hội An;
Faijfos;query;place|GLOB2_1904|Hội An;
Fayfol;query;place|GLOB2_1904|Hội An;
Haifo;query;place|GLOB2_1904|Hội An;
Hoi An;query;place|GLOB2_1904|Hội An;
Hội An;query;place|GLOB2_1904|Hội An;
Phaijpho;query;place|GLOB2_1904|Hội An;
Phayphu;query;place|GLOB2_1904|Hội An;
Pheypho;query;place|GLOB2_1904|Hội An;
Baaij Thoron;query;place|GLOB2_1905|Vịnh Đà Nẵng;
Bay of Tourane;query;place|GLOB2_1905|Vịnh Đà Nẵng;
Vịnh Đà Nẵng;query;place|GLOB2_1905|Vịnh Đà Nẵng;
Desa Tobo;query;place|GLOB2_1906|Desa Tobo;
Tobbe;query;place|GLOB2_1906|Desa Tobo;
Tobo;query;place|GLOB2_1906|Desa Tobo;
Luhartuban;query;place|GLOB2_1907|Luhartuban;
Tuban;query;place|GLOB2_1907|Luhartuban;
Fort Wilhelmus (Damar);query;place|GLOB2_1908|Fort Wilhelmus (Damar);
Wilhelmus, Fort;query;place|GLOB2_1908|Fort Wilhelmus (Damar);
Zeeburg;query;place|GLOB2_1909|Zeeburg (Colombo);
Zeeburg (Colombo);query;place|GLOB2_1909|Zeeburg (Colombo);
Zeeborg, fort (Quilon);query;place|GLOB2_1910|Zeeborg, fort (Quilon);
Zeeburg;query;place|GLOB2_1910|Zeeborg, fort (Quilon);
fort Zeeborg;query;place|GLOB2_1910|Zeeborg, fort (Quilon);
Seeborgh;query;place|GLOB2_1911|Zeeburg, bulwark (Batavia);
Zeeborch;query;place|GLOB2_1911|Zeeburg, bulwark (Batavia);
Zeeburg, Bolwerk;query;place|GLOB2_1911|Zeeburg, bulwark (Batavia);
Zeeburg, Punt;query;place|GLOB2_1911|Zeeburg, bulwark (Batavia);
Zeeburg, Redoute;query;place|GLOB2_1911|Zeeburg, bulwark (Batavia);
Zeeburg, bulwark (Batavia);query;place|GLOB2_1911|Zeeburg, bulwark (Batavia);
Zeeburgh;query;place|GLOB2_1911|Zeeburg, bulwark (Batavia);
Middelburg;query;place|GLOB2_1912|Middelburg (Netherlands);
Middelburg (Netherlands);query;place|GLOB2_1912|Middelburg (Netherlands);
Middelburgh;query;place|GLOB2_1912|Middelburg (Netherlands);
Middelburg, Redoute;query;place|GLOB2_1913|Middelburg, fort (Ambon);
Middelburg, fort;query;place|GLOB2_1913|Middelburg, fort (Ambon);
Middelburg, fort (Ambon);query;place|GLOB2_1913|Middelburg, fort (Ambon);
fort Middelburg;query;place|GLOB2_1913|Middelburg, fort (Ambon);
fort Paso;query;place|GLOB2_1913|Middelburg, fort (Ambon);
fort Passo;query;place|GLOB2_1913|Middelburg, fort (Ambon);
Batavia;query;place|GLOB2_894|Jakarta;
Battavia;query;place|GLOB2_894|Jakarta;
Batvia;query;place|GLOB2_894|Jakarta;
Jakarta;query;place|GLOB2_894|Jakarta;
China;query;place|GLOB2_895|China;
Europ;query;place|GLOB2_896|Europe;
Europa;query;place|GLOB2_896|Europe;
Europe;query;place|GLOB2_896|Europe;
Malacca;query;place|GLOB2_897|Malacca;
Malacka;query;place|GLOB2_897|Malacca;
Malakka;query;place|GLOB2_897|Malacca;
Mallacca;query;place|GLOB2_897|Malacca;
Mallakka;query;place|GLOB2_897|Malacca;
Melaca;query;place|GLOB2_897|Malacca;
Melacca;query;place|GLOB2_897|Malacca;
Melaka;query;place|GLOB2_897|Malacca;
Melakka;query;place|GLOB2_897|Malacca;
Kingdom of Portugal;query;place|GLOB2_898|Kingdom of Portugal;
Portugal;query;place|GLOB2_898|Kingdom of Portugal;
Bantam;query;place|GLOB2_899|Banten;
Bantan;query;place|GLOB2_899|Banten;
Banten;query;place|GLOB2_899|Banten;
Bantham;query;place|GLOB2_899|Banten;
Soeroesowan;query;place|GLOB2_899|Banten;
Sourousouangh;query;place|GLOB2_899|Banten;
Ternaaten;query;place|GLOB2_900|Ternate;
Ternate;query;place|GLOB2_900|Ternate;
Ternaten;query;place|GLOB2_900|Ternate;
Ternaaten;query;place|GLOB2_900_GEO_1|Ternate Island;
Ternate;query;place|GLOB2_900_GEO_1|Ternate Island;
Ternate Island;query;place|GLOB2_900_GEO_1|Ternate Island;
